"artist","artistIds","asciiName","attractionLights","availability","boosterTypes","borderColor","cardParts","colorIdentity","colorIndicator","colors","defense","duelDeck","edhrecRank","edhrecSaltiness","faceConvertedManaCost","faceFlavorName","faceManaValue","faceName","finishes","flavorName","flavorText","frameEffects","frameVersion","hand","hasAlternativeDeckLimit","hasContentWarning","hasFoil","hasNonFoil","isAlternative","isFullArt","isFunny","isOnlineOnly","isOversized","isPromo","isRebalanced","isReprint","isReserved","isStarter","isStorySpotlight","isTextless","isTimeshifted","keywords","language","layout","leadershipSkills","life","loyalty","manaCost","manaValue","name","number","originalPrintings","originalReleaseDate","originalText","originalType","otherFaceIds","power","printings","promoTypes","rarity","rebalancedPrintings","relatedCards","securityStamp","setCode","side","signature","subsets","subtypes","supertypes","text","toughness","type","types","uuid","variations","watermark","GreenMana","BlackMana","BlueMana","WhiteMana","RedMana","GreenBlackMana","GreenBlueMana","GreenWhiteMana","GreenRedMana","BlackBlueMana","BlackWhiteMana","BlackRedMana","BlueWhiteMana","BlueRedMana","WhiteRedMana","GreenPhyrexian","BlackPhyrexian","BluePhyrexian","WhitePhyrexian","RedPhyrexian","GreenWhitePhyrexian","GreenRedPhyrexian","WhiteRedPhyrexian","GreenTwo","BlackTwo","BlueTwo","WhiteTwo","RedTwo","ColourlessMana","ManaDiscrep"
"Adam Burn","ed050721-9cc1-4376-8a91-59bddbe70fe6","","","arena, mtgo, paper","default","black","","U","","U",NA,"",6738,NA,NA,"",NA,"","nonfoil, foil","","""Experimental Log 290: Leaving the subject's pain receptors active appears to yield an unprecedented combination of incoherence and hyperawareness.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Proliferate","English","normal","",NA,"","{3}{U}{U}",5,"Vivisurgeon's Insight","77","","","Draw three cards. Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)","Sorcery","","","ONE","","common","","","","ONE","","","","","","Draw three cards. Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)","","Sorcery","Sorcery","13d10813-b5c1-5091-9eaa-22889c148c77","","",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Anthony Francisco","6ac24c4b-70e9-4286-8f4b-b40c92ab5847","","","mtgo, paper","default","black","","U","","U",NA,"",12764,0.29,NA,"",NA,"","nonfoil, foil","","Phyrexians research with the grace of surgeons and the finesse of butchers.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}{U}",4,"Vivisection","38","","","As an additional cost to cast Vivisection, sacrifice a creature.\nDraw three cards.","Sorcery","","","DBL, MBS, MID","","common","","","","MBS","","","","","","As an additional cost to cast this spell, sacrifice a creature.\nDraw three cards.","","Sorcery","Sorcery","9d48363b-3022-579a-8fb8-2b53e875dc73","","phyrexian",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Aleksi Briclot","5e470014-31cb-41b0-b054-e23374484449","","","mtgo, paper","","black","","U","","U",NA,"",4368,0.03,NA,"",NA,"","nonfoil","","""I could see in the other mage's eyes that he'd thought of it too. Then it became a race to exploit the knowledge first.""","","2003",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"","English","normal","",NA,"","{1}{U}",2,"Vision Skeins","65","","","Each player draws two cards.","Instant","","","C13, CMD, DIS, E01","","common","","","","C13","","","","","","Each player draws two cards.","","Instant","Instant","ffd003e6-7747-593f-bedb-cc75b14028c5","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Jim Nelson","aa9f64d1-29e1-4c82-877e-44c18183f40b","","","mtgo, paper","default","black","","G","","G",NA,"",7241,0.04,NA,"",NA,"","nonfoil, foil","","In the wisps that night, the once timid boggart saw all the terrible, bloody things he was capable of. And it was glorious.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{G}",1,"Viridescent Wisps","132","","","Target creature becomes green and gets +1/+0 until end of turn.\nDraw a card.","Instant","","","SHM","","common","","","","SHM","","","","","","Target creature becomes green and gets +1/+0 until end of turn.\nDraw a card.","","Instant","Instant","a8190a03-c67b-5048-b2fa-c278bf003981","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Brian Snõddy","770b4e16-de76-49ed-949f-84e6d2e06d25","","","mtgo, paper","default","black","","U","","U",NA,"",19130,0.14,NA,"",NA,"","nonfoil, foil","","""The druids would be better off if they spent more time in the lab and less time watching trees grow.""\n—Pontifex, elder researcher","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Vex","36","","","Counter target spell. That spell's controller may draw a card.","Instant","","","DST","","common","","","","DST","","","","","","Counter target spell. That spell's controller may draw a card.","","Instant","Instant","70a12909-df2d-57e9-a767-308f136bec0f","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Kieran Yanner","aa7e89ed-d294-4633-9057-ce04dacfcfa4","","","mtgo, paper","default","black","","U","","U",NA,"",18532,0.2,NA,"",NA,"","nonfoil, foil","","""Write everything down. Trust me.""\n—Vallon, Thraben inspector","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mill","English","normal","",NA,"","{1}{U}",2,"Vessel of Paramnesia","95","","","{U}, Sacrifice Vessel of Paramnesia: Target player puts the top three cards of his or her library into his or her graveyard. Draw a card.","Enchantment","","","SOI","","common","","","","SOI","","","","","","{U}, Sacrifice Vessel of Paramnesia: Target player mills three cards. Draw a card.","","Enchantment","Enchantment","cbc6fcf8-d2f9-5766-8942-dc97a053a0c1","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Bob Eggleton","fc0fb0e9-aa30-4143-a43e-d20b4aa9d8ed","","","mtgo, paper","default","black","","U","","U",NA,"",21125,0.3,NA,"",NA,"","nonfoil, foil","","","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Cycling","English","normal","",NA,"","{2}{U}",3,"Veiled Serpent","72","","","When an opponent casts a spell, if Veiled Serpent is an enchantment, Veiled Serpent becomes a 4/4 Serpent creature with ""This creature can't attack unless defending player controls an Island."" (It's no longer an enchantment.)\nCycling {2} ({2}, Discard this card: Draw a card.)","Enchantment","","","DMR, USG","","common","","","","DMR","","","","","","When an opponent casts a spell, if Veiled Serpent is an enchantment, Veiled Serpent becomes a 4/4 Serpent creature with ""This creature can't attack unless defending player controls an Island.""\nCycling {2} ({2}, Discard this card: Draw a card.)","","Enchantment","Enchantment","48182289-e848-585e-ba95-5dff6228e9d3","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Jedd Chevrier","ebde5690-d401-46ba-8fd3-b9c07d5ef5a7","","","arena, mtgo, paper","default","black","","G","","G",NA,"",10626,0.2,NA,"",NA,"","nonfoil, foil","","Ravnica's diversity produces blossoms of opinion in a rich soil of perspectives.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{1}{G}",2,"Urban Utopia","146","","","Enchant land\nWhen Urban Utopia enters the battlefield, draw a card.\nEnchanted land has ""{T}: Add one mana of any color.""","Enchantment — Aura","","","GRN","","common","","","","GRN","","","","Aura","","Enchant land\nWhen Urban Utopia enters the battlefield, draw a card.\nEnchanted land has ""{T}: Add one mana of any color.""","","Enchantment — Aura","Enchantment","cb2ae5f2-52ba-5da6-b311-3ad5cee26b41","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"John Matson","a1685587-4b55-446b-b420-c37b202ed3f1","","","paper","default","white","","U","","U",NA,"",17629,NA,NA,"",NA,"","nonfoil","","""Come one, come all! this rock shall fly From its firm base as soon as I.""\n—Sir Walter Scott, ""The Lady of the Lake""","","1997",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{1}{U}",2,"Updraft","133","","","Target creature gains flying until end of turn.\nDraw a card at the beginning of the next turn.","Instant","","","5ED, ICE","","common","","","","5ED","","","","","","Target creature gains flying until end of turn.\nDraw a card at the beginning of the next turn's upkeep.","","Instant","Instant","cefd17e8-1b4f-5b9d-9aca-e7ce079b0f72","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Bram Sels","2e90d3c1-e8ac-45c7-9d5a-63385c1a384d","","","arena, mtgo, paper","default","black","","U","","U",NA,"",12468,NA,NA,"",NA,"","nonfoil, foil","","Rowan and Will exchanged a baffled glance. Could the stag in the vision lead them to their father?","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"Adamant, Scry","English","normal","",NA,"","{4}{U}",5,"Unexplained Vision","70","","","Draw three cards.\nAdamant — If at least three blue mana was spent to cast this spell, scry 3.","Sorcery","","","ELD","","common","","","","ELD","","","","","","Draw three cards.\nAdamant — If at least three blue mana was spent to cast this spell, scry 3.","","Sorcery","Sorcery","d0e4c4f4-1432-527e-ac41-34b2fcb4fe96","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"Stephan Martiniere","018799f5-76d7-4849-9375-f1b9030977e6","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,"","English","planar","",NA,"","",0,"Undercity Reaches","163","","","Whenever a creature deals combat damage to a player, its controller may draw a card.\nWhenever chaos ensues, you have no maximum hand size for the rest of the game.","Plane — Ravnica","","","MOC, OHOP, OPCA","","common","","","","MOC","","","","Ravnica","","Whenever a creature deals combat damage to a player, its controller may draw a card.\nWhenever chaos ensues, you have no maximum hand size for the rest of the game.","","Plane — Ravnica","Plane","21053d86-9aa8-52a6-bbdb-3cbecdbd9ba9","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Izzy","2c3d2473-ff5d-4309-8194-e0b2def2ab65","","","arena, mtgo, paper","default","black","","U","","U",NA,"",20395,0.1,NA,"",NA,"","nonfoil, foil","","The cold slowed their movements until only their panicked eyeballs swiveled beneath the ice.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Uncomfortable Chill","82","","","Creatures your opponents control get -2/-0 until end of turn.\nDraw a card.","Instant","","","M19, MB1","","common","","","","M19","","","","","","Creatures your opponents control get -2/-0 until end of turn.\nDraw a card.","","Instant","Instant","727aa305-6cbd-58cb-90f7-aa58774b2a7a","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Ryan Pancoast","89cc9475-dda2-4d13-bf88-54b92867a25c","","","mtgo, paper","default","black","","G","","G",NA,"",7663,0.37,NA,"",NA,"","nonfoil, foil","","""If the Consulate has abandoned restraint, so too shall the wilds.""\n—Surash, keeper of the Cowl","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{G}",1,"Unbridled Growth","126","","","Enchant land\nEnchanted land has ""{T}: Add one mana of any color to your mana pool.""\nSacrifice Unbridled Growth: Draw a card.","Enchantment — Aura","","","AER, KLR","","common","","","","AER","","","","Aura","","Enchant land\nEnchanted land has ""{T}: Add one mana of any color.""\nSacrifice Unbridled Growth: Draw a card.","","Enchantment — Aura","Enchantment","3c89c610-030b-5a4e-9580-b2794af62229","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Leonardo Santanna","f1f8e6d8-8fb3-472a-a32f-a4b1225bd054","","","mtgo, paper","default","black","","U","","U",NA,"",18130,0.03,NA,"",NA,"","nonfoil, foil","","""May Lady Luck smile upon you some other day, pal.""","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sleight of Hand","English","normal","",NA,"","{1}{U}",2,"Tymora's Invoker","101","","","Sleight of Hand — {8}: Draw two cards.","Creature — Orc Rogue","","1","CLB, HBG","","common","","","","CLB","","","","Orc, Rogue","","Sleight of Hand — {8}: Draw two cards.","3","Creature — Orc Rogue","Creature","422b39fa-0761-5b2d-ab89-ece79e222db3","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"DiTerlizzi","ed44dce4-30cf-4c2c-b2e1-a19ba2295690","","","mtgo, paper","default","black","","U","","U",NA,"",9084,0.07,NA,"",NA,"","nonfoil, foil","","Battles are won in nuance.","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Twitch","121","","","You may tap or untap target artifact, creature, or land.\nDraw a card.","Instant","","","10E, TMP, TPR, WWK","","common","","","","10E","","","","","","You may tap or untap target artifact, creature, or land.\nDraw a card.","","Instant","Instant","7b259873-da0b-5e3c-982e-986bf2504820","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Tyler Walpole","70c4c8c7-61a8-44e7-8fb1-161b7f943e7e","","","mtgo, paper","default","black","","U","","U",NA,"",11684,0.07,NA,"",NA,"","nonfoil, foil","","The best treasures are the least shared.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Encore","English","normal","",NA,"","{2}{U}",3,"Trove Tracker","104","","","When Trove Tracker dies, draw a card.\nEncore {5}{U}{U} ({5}{U}{U}, Exile this card from your graveyard: For each opponent, create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.)","Creature — Human Pirate","","2","CMR","","common","","","","CMR","","","","Human, Pirate","","When Trove Tracker dies, draw a card.\nEncore {5}{U}{U} ({5}{U}{U}, Exile this card from your graveyard: For each opponent, create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.)","2","Creature — Human Pirate","Creature","c0a824c8-b0e8-53e4-9ec8-1bfc537c91bd","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Cynthia Sheppard","9dfbdd58-65e6-40cf-951a-80e141061939","","","paper","","black","","U","","U",NA,"",386,0.34,NA,"",NA,"","nonfoil","","Countless delights drift on the surface while dark schemes run below.","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Delve","English","normal","",NA,"","{7}{U}",8,"Treasure Cruise","101","","","Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)\nDraw three cards.","Sorcery","","","C16, C21, CM2, KTK, MB1, NCC, TSR, UMA","","common","","","","C16","","","","","","Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)\nDraw three cards.","","Sorcery","Sorcery","be203d5b-ff93-5bea-9b36-fe27ced6688a","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA
"Rebecca Guay","f8f662fa-d597-46a3-afb2-91d6e13243e2","","","paper","default","black","","U","","U",NA,"",10046,0.33,NA,"",NA,"","nonfoil, foil","","","","2003",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Enchant","English","normal","",NA,"","{2}{U}",3,"Traveler's Cloak","109","","","Enchant creature\nAs Traveler's Cloak enters the battlefield, choose a land type.\nWhen Traveler's Cloak enters the battlefield, draw a card.\nEnchanted creature has landwalk of the chosen type.","Enchantment — Aura","","","CNS, INV, PLIST","","common","","","","CNS","","","","Aura","","Enchant creature\nAs Traveler's Cloak enters the battlefield, choose a land type.\nWhen Traveler's Cloak enters the battlefield, draw a card.\nEnchanted creature has landwalk of the chosen type. (It can't be blocked as long as defending player controls a land of that type.)","","Enchantment — Aura","Enchantment","9419b317-9055-5604-b73f-14ebe14420c0","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Heather Hudson","4441fe52-9e41-40c1-9b74-8510426279ab","","","paper","","black","","G","","",NA,"",791,0.04,NA,"",NA,"","nonfoil","","","","2003",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Cycling","English","normal","",NA,"","",0,"Tranquil Thicket","135","","","Tranquil Thicket enters the battlefield tapped.\n{T}: Add {G} to your mana pool.\nCycling {G} ({G}, Discard this card: Draw a card.)","Land","","","ARC, C13, C14, C17, C18, C21, CM2, CMA, CMD, DD1, DDJ, DDU, EVG, HA2, LTC, MH1, ONS, PF23, TD0, VMA, WC04","","common","","","","ARC","","","","","","Tranquil Thicket enters the battlefield tapped.\n{T}: Add {G}.\nCycling {G} ({G}, Discard this card: Draw a card.)","","Land","Land","654384ee-566f-56e9-9d56-54d28d898ec5","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"John Avon","798f3932-30e0-4420-aa3f-db4d613f89ca","","","mtgo, paper","default","black","","G","","G",NA,"",20430,0.65,NA,"",NA,"","nonfoil, foil","","Freyalise bought the planeswalkers the time they needed by clearing a path through the misshapen hell of Phyrexia.","","1997",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{4}{G}",5,"Tranquil Path","89","","","Destroy all enchantments.\nDraw a card.","Sorcery","","","APC","","common","","","","APC","","","","","","Destroy all enchantments.\nDraw a card.","","Sorcery","Sorcery","dafc274c-c5d1-5502-9873-31fc2287e7da","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
"Matt Thompson","469f170d-e056-4cfd-893a-458ef021ab73","","","mtgo, paper","","black","","U","","U",NA,"a",15539,NA,NA,"",NA,"","nonfoil","","""But then . . . oh, but . . . which means . . . which would lead to . . . exactly!""","","2003",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"Replicate","English","normal","",NA,"","{1}{U}",2,"Train of Thought","19","","","Replicate {1}{U} (When you cast this spell, copy it for each time you paid its replicate cost.)\nDraw a card.","Sorcery","","","DDJ, GPT","","common","","","","DDJ","","","","","","Replicate {1}{U} (When you cast this spell, copy it for each time you paid its replicate cost.)\nDraw a card.","","Sorcery","Sorcery","fdacbfec-f055-58de-aa50-de3309b404c5","","izzet",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Joseph Meehan","6befd6d5-7f8d-4b7c-87e3-5511391a3359","","","mtgo, paper","default","black","","U","","U",NA,"",11194,0.27,NA,"",NA,"","nonfoil, foil","","Though Kefnet's followers feverishly searched his last words for some final riddle, they found only the gurgles of a dying god.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{2}{U}",3,"Tragic Lesson","51","","","Draw two cards. Then discard a card unless you return a land you control to its owner's hand.","Instant","","","HOU, J22","","common","","","","HOU","","","","","","Draw two cards. Then discard a card unless you return a land you control to its owner's hand.","","Instant","Instant","5e28ab4c-30c5-5a87-b35d-7cae075aab4e","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
"Scott Murphy","07c7ac65-dfa6-4273-9c66-ec9d8f3e2226","","","arena, mtgo, paper","default","black","","G","","G",NA,"",10476,0.16,NA,"",NA,"","nonfoil, foil","","Scents fade and footprints wash away, but some trails can never be erased.","","2015",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scry","English","normal","",NA,"","{1}{G}",2,"Track Down","211","","","Scry 3, then reveal the top card of your library. If it's a creature or land card, draw a card. (To scry 3, look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)","Sorcery","","","M21","","common","","","","M21","","","","","","Scry 3, then reveal the top card of your library. If it's a creature or land card, draw a card. (To scry 3, look at the top three cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)","","Sorcery","Sorcery","3001f1f9-3062-5207-964b-31e995766280","","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
"Kamila Szutenberg","bec9ba7f-594e-4ff0-8172-9ec1fc909607","","","paper","","black","","","","",NA,"",NA,NA,NA,"",NA,"","nonfoil","","","","2015",NA,NA,NA,0,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"","English","planar","",NA,"","",0,"Towashi","67","","","Modified creatures you control have trample and ""Whenever this creature deals combat damage to a player or planeswalker, draw a card."" (Equipment, Auras you control, and counters are modifications.)\nWhenever chaos ensues, distribute three +1/+1 counters among one, two, or three target creatures you control.","Plane — Kamigawa","","","MOC","","common","","","","MOC","","","","Kamigawa","","Modified creatures you control have trample and ""Whenever this creature deals combat damage to a player or planeswalker, draw a card."" (Equipment, Auras you control, and counters are modifications.)\nWhenever chaos ensues, distribute three +1/+1 counters among one, two, or three target creatures you control.","","Plane — Kamigawa","Plane","650d0288-050d-562f-88ab-e0b0800995db","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"Eric Peterson","0fc26d3b-4c0e-41d1-8eb3-286ab55a2328","","","mtgo, paper","default","black","","U","","U",NA,"",21489,0.38,NA,"",NA,"","nonfoil, foil","","Cephalids specialize in things unseen, be they politics, betrayal, or themselves.","","1997",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}{U}",4,"Touch of Invisibility","109","","","Target creature is unblockable this turn.\nDraw a card.","Sorcery","","","ODY","","common","","","","ODY","","","","","","Target creature can't be blocked this turn.\nDraw a card.","","Sorcery","Sorcery","2249a0e4-05cc-5b16-b622-0b1316ef5ef2","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
"Kaja Foglio","e8b85539-756a-4eac-ac66-a2258d7cf547","","","paper","default","black","","U","","U",NA,"",24354,0.29,NA,"",NA,"","nonfoil","","""I don't want what I don't have. I want more of what I *do* have.""","","1997",NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"","English","normal","",NA,"","{3}{U}",4,"Touch of Brilliance","58","","","Draw two cards.","Sorcery","","","P02, POR, S99","","common","","","","P02","","","","","","Draw two cards.","","Sorcery","Sorcery","70a2c64e-f671-5d40-9d2e-9bdd40f3e766","","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
