"artist","artistIds","asciiName","availability","boosterTypes","borderColor","colorIdentity","colors","edhrecSaltiness","faceName","finishes","flavorText","frameEffects","frameVersion","hasFoil","hasNonFoil","isFullArt","isFunny","isPromo","isReprint","isTextless","keywords","language","layout","name","number","orientation","originalText","originalType","otherFaceIds","power","promoTypes","relatedCards","reverseRelated","securityStamp","setCode","side","signature","subtypes","supertypes","text","toughness","type","types","uuid","watermark"
"Larry Elmore","ad9811c8-6d5c-4728-9c94-a1854337b100","","paper","","borderless","","",NA,"Cave of the Frost Dragon","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Cave of the Frost Dragon // Cave of the Frost Dragon","46","horizontal","","","260ae849-4140-56d8-a899-0c589d66bd30","","","","","","AAFR","a","Larry Elmore","","","","","Card","Card","79fbf2d2-1390-5b6e-a949-b64367cc5312",""
"Larry Elmore","ad9811c8-6d5c-4728-9c94-a1854337b100","","paper","","borderless","","",NA,"Cave of the Frost Dragon","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Cave of the Frost Dragon // Cave of the Frost Dragon","46","horizontal","","","79fbf2d2-1390-5b6e-a949-b64367cc5312","","","","","","AAFR","b","Larry Elmore","","","","","Card","Card","260ae849-4140-56d8-a899-0c589d66bd30",""
"Randy Vargas","d20672ca-0555-4238-a984-fd171d36b247","","paper","","borderless","","",NA,"Jaded Sell-Sword","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Jaded Sell-Sword // Jaded Sell-Sword","47","horizontal","","","887acbc4-9b1c-55bc-b02a-50a392c3a25d","","","","","","AAFR","a","Randy Vargas","","","","","Card","Card","82f6ad97-9195-5326-a142-64ddd311dca7",""
"Randy Vargas","d20672ca-0555-4238-a984-fd171d36b247","","paper","","borderless","","",NA,"Jaded Sell-Sword","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Jaded Sell-Sword // Jaded Sell-Sword","47","horizontal","","","82f6ad97-9195-5326-a142-64ddd311dca7","","","","","","AAFR","b","Randy Vargas","","","","","Card","Card","887acbc4-9b1c-55bc-b02a-50a392c3a25d",""
"PINDURSKI","f333a7f0-7330-40e9-8c58-667eea2f0f60","","paper","","borderless","","",NA,"Magic Missile","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Magic Missile // Magic Missile","48","horizontal","","","8d04cea5-5cf6-564f-aa4d-8b689c73d86e","","","","","","AAFR","a","PINDURSKI","","","","","Card","Card","391dfe03-3a81-54fa-ae97-83125fa3f7c2",""
"PINDURSKI","f333a7f0-7330-40e9-8c58-667eea2f0f60","","paper","","borderless","","",NA,"Magic Missile","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Magic Missile // Magic Missile","48","horizontal","","","391dfe03-3a81-54fa-ae97-83125fa3f7c2","","","","","","AAFR","b","PINDURSKI","","","","","Card","Card","8d04cea5-5cf6-564f-aa4d-8b689c73d86e",""
"Zoltan Boros","1885e6cb-c827-4896-994e-3d0a027d602f","","paper","","borderless","","",NA,"You Meet in a Tavern","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","You Meet in a Tavern // You Meet in a Tavern","49","horizontal","","","964c17eb-3f47-5368-9dfc-dc4682c9f9eb","","","","","","AAFR","a","Zoltan Boros","","","","","Card","Card","5330539a-9b99-5cb9-8ff5-051108b45d9b",""
"Zoltan Boros","1885e6cb-c827-4896-994e-3d0a027d602f","","paper","","borderless","","",NA,"You Meet in a Tavern","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","You Meet in a Tavern // You Meet in a Tavern","49","horizontal","","","5330539a-9b99-5cb9-8ff5-051108b45d9b","","","","","","AAFR","b","Zoltan Boros","","","","","Card","Card","964c17eb-3f47-5368-9dfc-dc4682c9f9eb",""
"Ekaterina Burmak","2a9f3780-fcc8-4ec5-b403-ee1d1370d3b4","","paper","","borderless","","",NA,"Wish","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Wish // Wish","50","horizontal","","","490eb57e-3f27-59aa-9b56-b06881e9e284","","","","","","AAFR","a","Ekaterina Burmak","","","","","Card","Card","f9e21c7b-df00-514b-b0af-c188cfe054f4",""
"Ekaterina Burmak","2a9f3780-fcc8-4ec5-b403-ee1d1370d3b4","","paper","","borderless","","",NA,"Wish","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Wish // Wish","50","horizontal","","","f9e21c7b-df00-514b-b0af-c188cfe054f4","","","","","","AAFR","b","Ekaterina Burmak","","","","","Card","Card","490eb57e-3f27-59aa-9b56-b06881e9e284",""
"Chris Seaman","b9c49463-6f55-4039-9d32-c02a658af100","","paper","","borderless","","",NA,"Long Rest","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Long Rest // Long Rest","51","horizontal","","","0508dc3c-06a7-5287-8e57-7f8dab559231","","","","","","AAFR","a","Chris Seaman","","","","","Card","Card","910516a4-0f37-565f-8b14-823a3e6a63d4",""
"Chris Seaman","b9c49463-6f55-4039-9d32-c02a658af100","","paper","","borderless","","",NA,"Long Rest","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Long Rest // Long Rest","51","horizontal","","","910516a4-0f37-565f-8b14-823a3e6a63d4","","","","","","AAFR","b","Chris Seaman","","","","","Card","Card","0508dc3c-06a7-5287-8e57-7f8dab559231",""
"","","","paper","","borderless","","",NA,"Drizzt Do'Urden","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Drizzt Do'Urden // Drizzt Do'Urden","52","horizontal","","","24518eea-bb69-511a-a869-2408282fe201","","","","","","AAFR","a","","","","","","Card","Card","6994c376-a046-5dff-a916-18bac298692c",""
"","","","paper","","borderless","","",NA,"Drizzt Do'Urden","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Drizzt Do'Urden // Drizzt Do'Urden","52","horizontal","","","6994c376-a046-5dff-a916-18bac298692c","","","","","","AAFR","b","","","","","","Card","Card","24518eea-bb69-511a-a869-2408282fe201",""
"DiTerlizzi","ed44dce4-30cf-4c2c-b2e1-a19ba2295690","","paper","","borderless","","",NA,"Hive of the Eye Tyrant","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Hive of the Eye Tyrant // Hive of the Eye Tyrant","53","horizontal","","","576b2128-e8df-54fc-9955-51e79d63b109","","","","","","AAFR","a","DiTerlizzi","","","","","Card","Card","71152f4d-0a33-54c1-b1c1-d6ede4fba4a7",""
"DiTerlizzi","ed44dce4-30cf-4c2c-b2e1-a19ba2295690","","paper","","borderless","","",NA,"Hive of the Eye Tyrant","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Hive of the Eye Tyrant // Hive of the Eye Tyrant","53","horizontal","","","71152f4d-0a33-54c1-b1c1-d6ede4fba4a7","","","","","","AAFR","b","DiTerlizzi","","","","","Card","Card","576b2128-e8df-54fc-9955-51e79d63b109",""
"","","","paper","","borderless","","",NA,"Hall of Storm Giants","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Hall of Storm Giants // Hall of Storm Giants","54","horizontal","","","8fe78d61-8e04-5124-91bb-fa37369a69e6","","","","","","AAFR","a","","","","","","Card","Card","487c6639-208a-5187-9c3a-e548bd1f0cc5",""
"","","","paper","","borderless","","",NA,"Hall of Storm Giants","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Hall of Storm Giants // Hall of Storm Giants","54","horizontal","","","487c6639-208a-5187-9c3a-e548bd1f0cc5","","","","","","AAFR","b","","","","","","Card","Card","8fe78d61-8e04-5124-91bb-fa37369a69e6",""
"","","","paper","","borderless","","",NA,"Forest","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Forest // Forest","55","horizontal","","","c93e16b6-e026-5713-890f-823d41c80309","","","","","","AAFR","a","","","","","","Card","Card","c8264e32-d273-5359-88b4-c26a3dd71a71",""
"","","","paper","","borderless","","",NA,"Forest","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Forest // Forest","55","horizontal","","","c8264e32-d273-5359-88b4-c26a3dd71a71","","","","","","AAFR","b","","","","","","Card","Card","c93e16b6-e026-5713-890f-823d41c80309",""
"Lie Setiawan","6f771d3f-310e-4aa4-841f-5ba4ba9f025a","","paper","","borderless","","",NA,"Fly","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Fly // Fly","56","horizontal","","","48792f9c-9f29-52a2-a22e-3fa03c784a01","","","","","","AAFR","a","Lie Setiawan","","","","","Card","Card","2a565246-3d05-5049-a669-d6297e4db5f2",""
"Lie Setiawan","6f771d3f-310e-4aa4-841f-5ba4ba9f025a","","paper","","borderless","","",NA,"Fly","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Fly // Fly","56","horizontal","","","2a565246-3d05-5049-a669-d6297e4db5f2","","","","","","AAFR","b","Lie Setiawan","","","","","Card","Card","48792f9c-9f29-52a2-a22e-3fa03c784a01",""
"Aaron Miller","fc021f3d-773a-4706-bbe7-f602324f511f","","paper","","borderless","","",NA,"Dungeon Map","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Dungeon Map // Dungeon Map","57","horizontal","","","7baa5360-6936-59aa-9b61-690356e399b8","","","","","","AAFR","a","Aaron Miller","","","","","Card","Card","754d90ac-d4ca-5a22-b18b-85ea2b3ce8c3",""
"Aaron Miller","fc021f3d-773a-4706-bbe7-f602324f511f","","paper","","borderless","","",NA,"Dungeon Map","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Dungeon Map // Dungeon Map","57","horizontal","","","754d90ac-d4ca-5a22-b18b-85ea2b3ce8c3","","","","","","AAFR","b","Aaron Miller","","","","","Card","Card","7baa5360-6936-59aa-9b61-690356e399b8",""
"","","","paper","","borderless","","",NA,"Adult Gold Dragon","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Adult Gold Dragon // Adult Gold Dragon","58","horizontal","","","539ccd7c-a2ed-56b7-a586-893442af4215","","","","","","AAFR","a","","","","","","Card","Card","fa23c69a-77cd-5975-aa0e-bc190c9d08c5",""
"","","","paper","","borderless","","",NA,"Adult Gold Dragon","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Adult Gold Dragon // Adult Gold Dragon","58","horizontal","","","fa23c69a-77cd-5975-aa0e-bc190c9d08c5","","","","","","AAFR","b","","","","","","Card","Card","539ccd7c-a2ed-56b7-a586-893442af4215",""
"","","","paper","","borderless","","",NA,"Mountain","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Mountain // Mountain","59","horizontal","","","dbfd8bb7-92d2-5a0b-9330-97286eb5ff5c","","","","","","AAFR","a","","","","","","Card","Card","30ca98a3-b115-58d0-9f0b-4e209ac8220c",""
"","","","paper","","borderless","","",NA,"Mountain","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Mountain // Mountain","59","horizontal","","","30ca98a3-b115-58d0-9f0b-4e209ac8220c","","","","","","AAFR","b","","","","","","Card","Card","dbfd8bb7-92d2-5a0b-9330-97286eb5ff5c",""
"","","","paper","","borderless","","",NA,"Den of the Bugbear","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Den of the Bugbear // Den of the Bugbear","60","horizontal","","","1490d9e2-1295-5633-b09e-98462e410da8","","","","","","AAFR","a","","","","","","Card","Card","b81ca2e9-6878-5b23-b823-c93961312c5a",""
"","","","paper","","borderless","","",NA,"Den of the Bugbear","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Den of the Bugbear // Den of the Bugbear","60","horizontal","","","b81ca2e9-6878-5b23-b823-c93961312c5a","","","","","","AAFR","b","","","","","","Card","Card","1490d9e2-1295-5633-b09e-98462e410da8",""
"","","","paper","","borderless","","",NA,"Forest","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Forest // Forest","61","horizontal","","","11215fa1-0000-5ac0-8da0-d5f060c50ba4","","","","","","AAFR","a","","","","","","Card","Card","8bd731c4-329e-528c-af4d-556f008c9c78",""
"","","","paper","","borderless","","",NA,"Forest","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Forest // Forest","61","horizontal","","","8bd731c4-329e-528c-af4d-556f008c9c78","","","","","","AAFR","b","","","","","","Card","Card","11215fa1-0000-5ac0-8da0-d5f060c50ba4",""
"","","","paper","","borderless","","",NA,"Mountain","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Mountain // Mountain","62","horizontal","","","ed9fbcc6-b09d-5fbe-b136-0f8af337cac0","","","","","","AAFR","a","","","","","","Card","Card","d5d17d89-eff6-579b-93e4-41e80c6ddd41",""
"","","","paper","","borderless","","",NA,"Mountain","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Mountain // Mountain","62","horizontal","","","d5d17d89-eff6-579b-93e4-41e80c6ddd41","","","","","","AAFR","b","","","","","","Card","Card","ed9fbcc6-b09d-5fbe-b136-0f8af337cac0",""
"","","","paper","","borderless","","",NA,"Plains","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Plains // Plains","63","horizontal","","","777b534b-530a-59c1-a036-04c9baf7aee5","","","","","","AAFR","a","","","","","","Card","Card","f98a7477-0863-535b-84a6-acc7677198e4",""
"","","","paper","","borderless","","",NA,"Plains","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Plains // Plains","63","horizontal","","","f98a7477-0863-535b-84a6-acc7677198e4","","","","","","AAFR","b","","","","","","Card","Card","777b534b-530a-59c1-a036-04c9baf7aee5",""
"Rudy Siswanto","23f86db1-9103-49bb-83d5-0fda18143921","","paper","","borderless","","",NA,"Wandering Troubadour","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Wandering Troubadour // Wandering Troubadour","64","horizontal","","","9a4ad735-2280-58ba-ad82-76be4112fafc","","","","","","AAFR","a","Rudy Siswanto","","","","","Card","Card","0d808653-d765-5925-9986-3729612a5fc3",""
"Rudy Siswanto","23f86db1-9103-49bb-83d5-0fda18143921","","paper","","borderless","","",NA,"Wandering Troubadour","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Wandering Troubadour // Wandering Troubadour","64","horizontal","","","0d808653-d765-5925-9986-3729612a5fc3","","","","","","AAFR","b","Rudy Siswanto","","","","","Card","Card","9a4ad735-2280-58ba-ad82-76be4112fafc",""
"","","","paper","","borderless","","",NA,"Cloister Gargoyle","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Cloister Gargoyle // Cloister Gargoyle","65","horizontal","","","780663e0-3d70-5903-81f8-0132bb130525","","","","","","AAFR","a","","","","","","Card","Card","8389791e-f2b9-5f47-9e8e-9e1e302908e1",""
"","","","paper","","borderless","","",NA,"Cloister Gargoyle","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Cloister Gargoyle // Cloister Gargoyle","65","horizontal","","","8389791e-f2b9-5f47-9e8e-9e1e302908e1","","","","","","AAFR","b","","","","","","Card","Card","780663e0-3d70-5903-81f8-0132bb130525",""
"Sam Guay","2409a097-87a3-486f-9d16-c69217e264c6","","paper","","borderless","","",NA,"Circle of Dreams Druid","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Circle of Dreams Druid // Circle of Dreams Druid","66","horizontal","","","2d7c969c-6466-5334-a7fd-c7ba8e7547f9","","","","","","AAFR","a","Sam Guay","","","","","Card","Card","c98eb562-45a6-5038-be62-eca26577c1ff",""
"Sam Guay","2409a097-87a3-486f-9d16-c69217e264c6","","paper","","borderless","","",NA,"Circle of Dreams Druid","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Circle of Dreams Druid // Circle of Dreams Druid","66","horizontal","","","c98eb562-45a6-5038-be62-eca26577c1ff","","","","","","AAFR","b","Sam Guay","","","","","Card","Card","2d7c969c-6466-5334-a7fd-c7ba8e7547f9",""
"","","","paper","","borderless","","",NA,"Lair of the Hydra","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Lair of the Hydra // Lair of the Hydra","67","horizontal","","","fe678378-88f6-50ee-86ca-a459c9c94d29","","","","","","AAFR","a","","","","","","Card","Card","eaf8c9db-75f3-5966-8d5b-47a567d88c6e",""
"","","","paper","","borderless","","",NA,"Lair of the Hydra","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Lair of the Hydra // Lair of the Hydra","67","horizontal","","","eaf8c9db-75f3-5966-8d5b-47a567d88c6e","","","","","","AAFR","b","","","","","","Card","Card","fe678378-88f6-50ee-86ca-a459c9c94d29",""
"","","","paper","","borderless","","",NA,"Baleful Beholder","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Baleful Beholder // Baleful Beholder","68","horizontal","","","01e829d2-37fb-5ceb-bec8-1752e198a169","","","","","","AAFR","a","","","","","","Card","Card","4597cc5f-c9ef-5835-87b7-b06485277d78",""
"","","","paper","","borderless","","",NA,"Baleful Beholder","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Baleful Beholder // Baleful Beholder","68","horizontal","","","4597cc5f-c9ef-5835-87b7-b06485277d78","","","","","","AAFR","b","","","","","","Card","Card","01e829d2-37fb-5ceb-bec8-1752e198a169",""
"","","","paper","","borderless","","",NA,"Neverwinter Dryad","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Neverwinter Dryad // Neverwinter Dryad","69","horizontal","","","9ad8351d-7b25-5ab9-8ccb-46bd9228a2d7","","","","","","AAFR","a","","","","","","Card","Card","4ef80e90-442d-5ec0-b5c0-3d8326a537e0",""
"","","","paper","","borderless","","",NA,"Neverwinter Dryad","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Neverwinter Dryad // Neverwinter Dryad","69","horizontal","","","4ef80e90-442d-5ec0-b5c0-3d8326a537e0","","","","","","AAFR","b","","","","","","Card","Card","9ad8351d-7b25-5ab9-8ccb-46bd9228a2d7",""
"Iris Compiet","aa807c8c-d07f-4f09-90d3-b2cbf5b86dbf","","paper","","borderless","","",NA,"Feywild Trickster","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Feywild Trickster // Feywild Trickster","70","horizontal","","","ec0dbfb0-e81d-5591-82ee-44bd3d6d336a","","","","","","AAFR","a","Iris Compiet","","","","","Card","Card","18ed25a8-30e9-5fbb-9428-12fe303575bf",""
"Iris Compiet","aa807c8c-d07f-4f09-90d3-b2cbf5b86dbf","","paper","","borderless","","",NA,"Feywild Trickster","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Feywild Trickster // Feywild Trickster","70","horizontal","","","18ed25a8-30e9-5fbb-9428-12fe303575bf","","","","","","AAFR","b","Iris Compiet","","","","","Card","Card","ec0dbfb0-e81d-5591-82ee-44bd3d6d336a",""
"","","","paper","","borderless","","",NA,"Gelatinous Cube","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Gelatinous Cube // Gelatinous Cube","71","horizontal","","","f92f84e0-a81c-51e9-bb30-776a45a89890","","","","","","AAFR","a","","","","","","Card","Card","1e2a678e-27e2-5c04-bc04-046569dbfd73",""
"","","","paper","","borderless","","",NA,"Gelatinous Cube","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Gelatinous Cube // Gelatinous Cube","71","horizontal","","","1e2a678e-27e2-5c04-bc04-046569dbfd73","","","","","","AAFR","b","","","","","","Card","Card","f92f84e0-a81c-51e9-bb30-776a45a89890",""
"Justine Cruz","4d6acc42-7bac-42cb-ac57-a56355292e89","","paper","","borderless","","",NA,"Grim Bounty","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Grim Bounty // Grim Bounty","72","horizontal","","","628f69f7-e42f-54c2-8188-f25d600e1438","","","","","","AAFR","a","Justine Cruz","","","","","Card","Card","ecf8733c-0d90-54ed-988b-c63e05d87f2d",""
"Justine Cruz","4d6acc42-7bac-42cb-ac57-a56355292e89","","paper","","borderless","","",NA,"Grim Bounty","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Grim Bounty // Grim Bounty","72","horizontal","","","ecf8733c-0d90-54ed-988b-c63e05d87f2d","","","","","","AAFR","b","Justine Cruz","","","","","Card","Card","628f69f7-e42f-54c2-8188-f25d600e1438",""
"","","","paper","","borderless","","",NA,"Blue Dragon","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Blue Dragon // Blue Dragon","73","vertical","","","e62b750f-84c6-50b7-98c7-552b8db36ba5","","","","","","AAFR","a","","","","","","Card","Card","b152812e-159e-5bb9-ab62-45ecf0615046",""
"","","","paper","","borderless","","",NA,"Blue Dragon","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Blue Dragon // Blue Dragon","73","vertical","","","b152812e-159e-5bb9-ab62-45ecf0615046","","","","","","AAFR","b","","","","","","Card","Card","e62b750f-84c6-50b7-98c7-552b8db36ba5",""
"","","","paper","","borderless","","",NA,"Djinni Windseer","nonfoil, foil, signed","","",2015,1,1,NA,NA,NA,NA,NA,"","English","art_series","Djinni Windseer // Djinni Windseer","74","vertical","","","248f2fd1-9a17-5385-8fd8-a398240c929d","","","","","","AAFR","a","","","","","","Card","Card","ac017899-b856-5be1-bacf-cf56a25b1175",""
